,scan_id,target_id,distractor_ids,utterance,stimulus_id,coarse_reference_type,reference_type,instance_type,anchors_types,anchor_ids,tokens,dataset,mentions_target_class,correct_guess,is_train,summarized_utterance,target_object,anchor_objects,referential_order,ref_objects_rel
159,scene0191_00,12,[14],find the whiteboard that is close to the chair,scene0191_00-whiteboard-2-12-14,horizontal,closest,whiteboard,['chair'],[9],"['find', 'the', 'whiteboard', 'that', 'is', 'close', 'to', 'the', 'chair']",sr3d,True,True,True,find the whiteboard that is close to the chair,whiteboard,"['chair', 'whiteboard']","['chair', 'whiteboard']","[['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch'], ['whiteboard', 'board', 'blackboard', 'sign', 'painting', 'whiteboard eraser', 'picture', 'bulletin board', 'notepad', 'display', 'cardboard']]"
160,scene0160_02,5,[9],find the coffee table that is far from the chair,scene0160_02-coffee_table-2-5-9,horizontal,farthest,coffee table,['chair'],[3],"['find', 'the', 'coffee', 'table', 'that', 'is', 'far', 'from', 'the', 'chair']",sr3d,True,True,True,find the coffee table that is far from the chair,coffee table,"['chair', 'coffee table']","['chair', 'coffee table']","[['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch'], ['coffee table', 'side table', 'end table', 'table', 'dining table', 'tv stand', 'folded table', 'furniture', 'round table', 'kitchen island', 'pool table']]"
161,scene0126_02,19,[6],choose the monitor that is close to the plant,scene0126_02-monitor-2-19-6,horizontal,closest,monitor,['plant'],[27],"['choose', 'the', 'monitor', 'that', 'is', 'close', 'to', 'the', 'plant']",sr3d,True,True,True,choose the monitor that is close to the plant,monitor,"['plant', 'monitor']","['plant', 'monitor']","[['plant', 'pot', 'potted plant', 'picture', 'flowerpot', 'decoration', 'can', 'block', 'fish', 'object', 'container'], ['monitor', 'tv', 'display', 'remote', 'picture', 'machine', 'alarm', 'controller', 'laptop', 'scale', 'heater']]"
162,scene0276_00,9,[8],choose the table that is in the center of the bed and the toilet paper,scene0276_00-table-2-9-8,between,between,table,"['bed', 'toilet paper']","[3, 19]","['choose', 'the', 'table', 'that', 'is', 'in', 'the', 'center', 'of', 'the', 'bed', 'and', 'the', 'toilet', 'paper']",sr3d,True,True,True,choose the table that is in the center of the bed and the toilet paper,table,"['bed', 'toilet paper', 'table']","['bed', 'toilet paper', 'table']","[['bed', 'mattress', 'sofa bed', 'car', 'pillow', 'tv', 'boat', 'headboard', 'futon', 'seat', 'couch'], ['toilet paper', 'paper towel', 'paper', 'toilet', 'toilet paper holder', 'paper towel roll', 'toilet paper dispenser', 'toiletry', 'cloth', 'toilet brush', 'trash can'], ['table', 'dining table', 'side table', 'round table', 'end table', 'coffee table', 'desk', 'folded table', 'plate', 'counter', 'stand']]"
163,scene0000_00,50,[49],choose the nightstand that is beneath the cabinet,scene0000_00-nightstand-2-50-49,vertical,below,nightstand,['cabinet'],[41],"['choose', 'the', 'nightstand', 'that', 'is', 'beneath', 'the', 'cabinet']",sr3d,True,True,True,choose the nightstand that is beneath the cabinet,nightstand,"['cabinet', 'nightstand']","['cabinet', 'nightstand']","[['cabinet', 'kitchen cabinet', 'cabinet door', 'file cabinet', 'wardrobe cabinet', 'drawer', 'bathroom cabinet', 'display', 'case', 'box', 'board'], ['nightstand', 'side table', 'end table', 'drawer', 'table', 'dresser', 'tv stand', 'desk', 'bookshelf', 'coffee table', 'night light']]"
164,scene0630_05,4,"[0, 1, 2, 3]",find the monitor that is closer to the whiteboard,scene0630_05-monitor-5-4-0-1-2-3,horizontal,closest,monitor,['whiteboard'],[30],"['find', 'the', 'monitor', 'that', 'is', 'closer', 'to', 'the', 'whiteboard']",sr3d,True,True,True,find the monitor that is closer to the whiteboard,monitor,"['whiteboard', 'monitor']","['whiteboard', 'monitor']","[['whiteboard', 'board', 'blackboard', 'sign', 'painting', 'whiteboard eraser', 'picture', 'bulletin board', 'notepad', 'display', 'cardboard'], ['monitor', 'tv', 'display', 'remote', 'picture', 'machine', 'alarm', 'controller', 'laptop', 'scale', 'heater']]"
165,scene0576_01,5,[34],select the chair that is near the bed,scene0576_01-chair-2-5-34,horizontal,closest,chair,['bed'],[4],"['select', 'the', 'chair', 'that', 'is', 'near', 'the', 'bed']",sr3d,True,True,True,select the chair that is near the bed,chair,"['bed', 'chair']","['bed', 'chair']","[['bed', 'mattress', 'sofa bed', 'car', 'pillow', 'tv', 'boat', 'headboard', 'futon', 'seat', 'couch'], ['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch']]"
166,scene0320_00,29,[17],select the chair that is far away from the backpack,scene0320_00-chair-2-29-17,horizontal,farthest,chair,['backpack'],[21],"['select', 'the', 'chair', 'that', 'is', 'far', 'away', 'from', 'the', 'backpack']",sr3d,True,True,True,select the chair that is far away from the backpack,chair,"['backpack', 'chair']","['backpack', 'chair']","[['backpack', 'bag', 'duffel bag', 'purse', 'luggage', 'food bag', 'suitcase', 'grocery bag', 'golf bag', 'shopping bag', 'messenger bag'], ['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch']]"
167,scene0517_02,21,[27],the picture that is far away from the shoes,scene0517_02-picture-2-21-27,horizontal,farthest,picture,['shoes'],[44],"['the', 'picture', 'that', 'is', 'far', 'away', 'from', 'the', 'shoes']",sr3d,True,True,True,the picture that is far away from the shoes,picture,"['shoe', 'picture']","['shoe', 'picture']","[['shoe', 'boots', 'slipper', 'sock', 'step', 'shoe rack', 'picture', 'object', 'tire', 'box', 'mouse'], ['picture', 'block', 'machine', 'object', 'case', 'clip', 'board', 'heater', 'decoration', 'ledge', 'light']]"
168,scene0166_00,2,[19],choose the bookshelf that is far away from the monitor,scene0166_00-bookshelf-2-2-19,horizontal,farthest,bookshelf,['monitor'],[10],"['choose', 'the', 'bookshelf', 'that', 'is', 'far', 'away', 'from', 'the', 'monitor']",sr3d,True,True,True,choose the bookshelf that is far away from the monitor,bookshelf,"['monitor', 'bookshelf']","['monitor', 'bookshelf']","[['monitor', 'tv', 'display', 'remote', 'picture', 'machine', 'alarm', 'controller', 'laptop', 'scale', 'heater'], ['bookshelf', 'shelf', 'closet shelf', 'storage shelf', 'wardrobe cabinet', 'pantry shelf', 'closet', 'kitchen cabinet', 'cabinet', 'wardrobe closet', 'display case']]"
169,scene0554_01,3,"[1, 2]",choose the door that is farthest from the radiator,scene0554_01-door-3-3-1-2,horizontal,farthest,door,['radiator'],[44],"['choose', 'the', 'door', 'that', 'is', 'farthest', 'from', 'the', 'radiator']",sr3d,True,True,True,choose the door that is farthest from the radiator,door,"['radiator', 'door']","['radiator', 'door']","[['radiator', 'boiler', 'fan', 'piano', 'rod', 'vent', 'refrigerator', 'car', 'heater', 'pipe', 'rail'], ['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window']]"
170,scene0157_01,18,[16],find the door that is closer to the window,scene0157_01-door-2-18-16,horizontal,closest,door,['window'],[4],"['find', 'the', 'door', 'that', 'is', 'closer', 'to', 'the', 'window']",sr3d,True,True,True,find the door that is closer to the window,door,"['window', 'door']","['window', 'door']","[['window', 'windowsill', 'glass', 'display case', 'door', 'display', 'frame', 'case', 'blinds', 'screen', 'vent'], ['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window']]"
171,scene0276_00,47,[46],choose the chair that is between the bed and the refrigerator,scene0276_00-chair-2-47-46,between,between,chair,"['bed', 'refrigerator']","[3, 4]","['choose', 'the', 'chair', 'that', 'is', 'between', 'the', 'bed', 'and', 'the', 'refrigerator']",sr3d,True,True,True,choose the chair that is between the bed and the refrigerator,chair,"['bed', 'refrigerator', 'chair']","['bed', 'refrigerator', 'chair']","[['bed', 'mattress', 'sofa bed', 'car', 'pillow', 'tv', 'boat', 'headboard', 'futon', 'seat', 'couch'], ['refrigerator', 'mini fridge', 'vending machine', 'cabinet door', 'kitchen cabinet', 'file cabinet', 'cabinet', 'door', 'oven', 'tv', 'bathroom cabinet'], ['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch']]"
172,scene0264_00,0,"[1, 25, 26]",select the monitor that is far from the printer,scene0264_00-monitor-4-0-1-25-26,horizontal,farthest,monitor,['printer'],[10],"['select', 'the', 'monitor', 'that', 'is', 'far', 'from', 'the', 'printer']",sr3d,True,True,True,select the monitor that is far from the printer,monitor,"['printer', 'monitor']","['printer', 'monitor']","[['printer', 'copier', 'paper', 'scanner', 'machine', 'picture', 'mail', 'keyboard', 'coffee maker', 'laptop', 'heater'], ['monitor', 'tv', 'display', 'remote', 'picture', 'machine', 'alarm', 'controller', 'laptop', 'scale', 'heater']]"
173,scene0152_02,13,"[6, 7, 8]",select the table that is far from the backpack,scene0152_02-table-4-13-6-7-8,horizontal,farthest,table,['backpack'],[31],"['select', 'the', 'table', 'that', 'is', 'far', 'from', 'the', 'backpack']",sr3d,True,True,True,select the table that is far from the backpack,table,"['backpack', 'table']","['backpack', 'table']","[['backpack', 'bag', 'duffel bag', 'purse', 'luggage', 'food bag', 'suitcase', 'grocery bag', 'golf bag', 'shopping bag', 'messenger bag'], ['table', 'dining table', 'side table', 'round table', 'end table', 'coffee table', 'desk', 'folded table', 'plate', 'counter', 'stand']]"
174,scene0000_01,49,"[18, 47, 48]",the trash can that is in the center of the desk and the shower,scene0000_01-trash_can-4-49-18-47-48,between,between,trash can,"['desk', 'shower']","[36, 67]","['the', 'trash', 'can', 'that', 'is', 'in', 'the', 'center', 'of', 'the', 'desk', 'and', 'the', 'shower']",sr3d,True,True,True,the trash can that is in the center of the desk and the shower,trash can,"['desk', 'shower', 'trash can']","['desk', 'shower', 'trash can']","[['desk', 'table', 'dining table', 'side table', 'workbench', 'end table', 'tv stand', 'furniture', 'bar', 'chair', 'drawer'], ['shower', 'shower head', 'shower floor', 'shower door', 'shower wall', 'bath products', 'soap', 'toilet', 'bath walls', 'shower curtain', 'urinal'], ['trash can', 'trash bin', 'plastic bin', 'recycling bin', 'trash bag', 'bucket', 'storage bin', 'garbage bag', 'bin', 'plastic storage bin', 'food container']]"
175,scene0101_00,52,"[26, 53]",the window that is close to the bed,scene0101_00-window-3-52-26-53,horizontal,closest,window,['bed'],[32],"['the', 'window', 'that', 'is', 'close', 'to', 'the', 'bed']",sr3d,True,True,True,the window that is close to the bed,window,"['bed', 'window']","['bed', 'window']","[['bed', 'mattress', 'sofa bed', 'car', 'pillow', 'tv', 'boat', 'headboard', 'futon', 'seat', 'couch'], ['window', 'windowsill', 'glass', 'display case', 'door', 'display', 'frame', 'case', 'blinds', 'screen', 'vent']]"
176,scene0379_00,7,[28],choose the window that is far away from the shelf,scene0379_00-window-2-7-28,horizontal,farthest,window,['shelf'],[2],"['choose', 'the', 'window', 'that', 'is', 'far', 'away', 'from', 'the', 'shelf']",sr3d,True,True,True,choose the window that is far away from the shelf,window,"['shelf', 'window']","['shelf', 'window']","[['shelf', 'storage shelf', 'bookshelf', 'closet shelf', 'display', 'display rack', 'pantry shelf', 'closet', 'stand', 'cabinet', 'structure'], ['window', 'windowsill', 'glass', 'display case', 'door', 'display', 'frame', 'case', 'blinds', 'screen', 'vent']]"
177,scene0694_00,5,[4],the sofa chair that is far away from the cabinet,scene0694_00-sofa_chair-2-5-4,horizontal,farthest,sofa chair,['cabinet'],[18],"['the', 'sofa', 'chair', 'that', 'is', 'far', 'away', 'from', 'the', 'cabinet']",sr3d,True,True,True,the sofa chair that is far away from the cabinet,sofa chair,"['cabinet', 'sofa chair']","['cabinet', 'sofa chair']","[['cabinet', 'kitchen cabinet', 'cabinet door', 'file cabinet', 'wardrobe cabinet', 'drawer', 'bathroom cabinet', 'display', 'case', 'box', 'board'], ['sofa chair', 'sofa bed', 'sofa', 'chair', 'couch', 'couch cushions', 'armchair', 'folded chair', 'furniture', 'office chair', 'seat']]"
178,scene0656_01,44,[7],the door that is farthest from the suitcase,scene0656_01-door-2-44-7,horizontal,farthest,door,['suitcase'],[12],"['the', 'door', 'that', 'is', 'farthest', 'from', 'the', 'suitcase']",sr3d,True,True,True,the door that is farthest from the suitcase,door,"['suitcase', 'door']","['suitcase', 'door']","[['suitcase', 'luggage', 'briefcase', 'duffel bag', 'instrument case', 'case', 'box', 'lunch box', 'guitar case', 'backpack', 'toolbox'], ['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window']]"
179,scene0098_00,25,"[2, 24, 26]",select the chair that is farthest from the bag,scene0098_00-chair-4-25-2-24-26,horizontal,farthest,chair,['bag'],[33],"['select', 'the', 'chair', 'that', 'is', 'farthest', 'from', 'the', 'bag']",sr3d,True,True,True,select the chair that is farthest from the bag,chair,"['bag', 'chair']","['bag', 'chair']","[['bag', 'food bag', 'purse', 'backpack', 'shopping bag', 'grocery bag', 'duffel bag', 'luggage', 'paper bag', 'mail', 'trash bag'], ['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch']]"
180,scene0010_00,37,"[35, 36, 38, 39]",find the chair that is farthest from the laptop,scene0010_00-chair-5-37-35-36-38-39,horizontal,farthest,chair,['laptop'],[12],"['find', 'the', 'chair', 'that', 'is', 'farthest', 'from', 'the', 'laptop']",sr3d,True,True,True,find the chair that is farthest from the laptop,chair,"['laptop', 'chair']","['laptop', 'chair']","[['laptop', 'keyboard', 'notepad', 'printer', 'tv', 'picture', 'machine', 'mail', 'controller', 'copier', 'folder'], ['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch']]"
181,scene0515_00,61,[46],the cabinet that is closer to the bed,scene0515_00-cabinet-2-61-46,horizontal,closest,cabinet,['bed'],[9],"['the', 'cabinet', 'that', 'is', 'closer', 'to', 'the', 'bed']",sr3d,True,True,True,the cabinet that is closer to the bed,cabinet,"['bed', 'cabinet']","['bed', 'cabinet']","[['bed', 'mattress', 'sofa bed', 'car', 'pillow', 'tv', 'boat', 'headboard', 'futon', 'seat', 'couch'], ['cabinet', 'kitchen cabinet', 'cabinet door', 'file cabinet', 'wardrobe cabinet', 'drawer', 'bathroom cabinet', 'display', 'case', 'box', 'board']]"
182,scene0158_02,16,[3],select the kitchen counter that is far from the refrigerator,scene0158_02-kitchen_counter-2-16-3,horizontal,farthest,kitchen counter,['refrigerator'],[15],"['select', 'the', 'kitchen', 'counter', 'that', 'is', 'far', 'from', 'the', 'refrigerator']",sr3d,True,True,True,select the kitchen counter that is far from the refrigerator,kitchen counter,"['refrigerator', 'kitchen counter']","['refrigerator', 'kitchen counter']","[['refrigerator', 'mini fridge', 'vending machine', 'cabinet door', 'kitchen cabinet', 'file cabinet', 'cabinet', 'door', 'oven', 'tv', 'bathroom cabinet'], ['kitchen counter', 'bathroom counter', 'kitchen island', 'kitchen cabinet', 'counter', 'breakfast bar', 'dining table', 'table', 'workbench', 'drawer', 'coffee maker']]"
183,scene0505_03,1,"[2, 3, 20]",find the desk that is far away from the computer tower,scene0505_03-desk-4-1-2-3-20,horizontal,farthest,desk,['computer tower'],[36],"['find', 'the', 'desk', 'that', 'is', 'far', 'away', 'from', 'the', 'computer', 'tower']",sr3d,True,True,True,find the desk that is far away from the computer tower,desk,"['computer tower', 'desk']","['computer tower', 'desk']","[['computer tower', 'laptop', 'media center', 'printer', 'copier', 'structure', 'machine', 'tv', 'elevator', 'boiler', 'exercise machine'], ['desk', 'table', 'dining table', 'side table', 'workbench', 'end table', 'tv stand', 'furniture', 'bar', 'chair', 'drawer']]"
184,scene0279_00,6,[5],the nightstand that is far from the radiator,scene0279_00-nightstand-2-6-5,horizontal,farthest,nightstand,['radiator'],[13],"['the', 'nightstand', 'that', 'is', 'far', 'from', 'the', 'radiator']",sr3d,True,True,True,the nightstand that is far from the radiator,nightstand,"['radiator', 'nightstand']","['radiator', 'nightstand']","[['radiator', 'boiler', 'fan', 'piano', 'rod', 'vent', 'refrigerator', 'car', 'heater', 'pipe', 'rail'], ['nightstand', 'side table', 'end table', 'drawer', 'table', 'dresser', 'tv stand', 'desk', 'bookshelf', 'coffee table', 'night light']]"
185,scene0505_03,1,"[2, 3, 20]",choose the desk that is close to the whiteboard,scene0505_03-desk-4-1-2-3-20,horizontal,closest,desk,['whiteboard'],[13],"['choose', 'the', 'desk', 'that', 'is', 'close', 'to', 'the', 'whiteboard']",sr3d,True,True,True,choose the desk that is close to the whiteboard,desk,"['whiteboard', 'desk']","['whiteboard', 'desk']","[['whiteboard', 'board', 'blackboard', 'sign', 'painting', 'whiteboard eraser', 'picture', 'bulletin board', 'notepad', 'display', 'cardboard'], ['desk', 'table', 'dining table', 'side table', 'workbench', 'end table', 'tv stand', 'furniture', 'bar', 'chair', 'drawer']]"
186,scene0137_01,4,"[2, 3]",choose the bed that is farthest from the picture,scene0137_01-bed-3-4-2-3,horizontal,farthest,bed,['picture'],[24],"['choose', 'the', 'bed', 'that', 'is', 'farthest', 'from', 'the', 'picture']",sr3d,True,True,True,choose the bed that is farthest from the picture,bed,"['picture', 'bed']","['picture', 'bed']","[['picture', 'block', 'machine', 'object', 'case', 'clip', 'board', 'heater', 'decoration', 'ledge', 'light'], ['bed', 'mattress', 'sofa bed', 'car', 'pillow', 'tv', 'boat', 'headboard', 'futon', 'seat', 'couch']]"
187,scene0352_01,10,[24],choose the chair that is between the radiator and the file cabinet,scene0352_01-chair-2-10-24,between,between,chair,"['radiator', 'file cabinet']","[4, 11]","['choose', 'the', 'chair', 'that', 'is', 'between', 'the', 'radiator', 'and', 'the', 'file', 'cabinet']",sr3d,True,True,True,choose the chair that is between the radiator and the file cabinet,chair,"['radiator', 'file cabinet', 'chair']","['radiator', 'file cabinet', 'chair']","[['radiator', 'boiler', 'fan', 'piano', 'rod', 'vent', 'refrigerator', 'car', 'heater', 'pipe', 'rail'], ['file cabinet', 'cabinet', 'cabinet door', 'file organizer', 'wardrobe cabinet', 'storage bin', 'drawer', 'kitchen cabinet', 'storage box', 'bathroom cabinet', 'folder'], ['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch']]"
188,scene0068_00,6,[35],find the kitchen counter that is under the microwave,scene0068_00-kitchen_counter-2-6-35,vertical,below,kitchen counter,['microwave'],[16],"['find', 'the', 'kitchen', 'counter', 'that', 'is', 'under', 'the', 'microwave']",sr3d,True,True,True,find the kitchen counter that is under the microwave,kitchen counter,"['microwave', 'kitchen counter']","['microwave', 'kitchen counter']","[['microwave', 'oven', 'stove', 'toaster oven', 'coffee maker', 'machine', 'washing machine', 'object', 'toaster', 'picture', 'box'], ['kitchen counter', 'bathroom counter', 'kitchen island', 'kitchen cabinet', 'counter', 'breakfast bar', 'dining table', 'table', 'workbench', 'drawer', 'coffee maker']]"
189,scene0668_00,3,"[2, 33]",find the ottoman that is close to the tv,scene0668_00-ottoman-3-3-2-33,horizontal,closest,ottoman,['tv'],[1],"['find', 'the', 'ottoman', 'that', 'is', 'close', 'to', 'the', 'tv']",sr3d,True,True,True,find the ottoman that is close to the tv,ottoman,"['tv', 'ottoman']","['tv', 'ottoman']","[['tv', 'tv stand', 'fan', 'bar', 'car', 'picture', 'remote', 'monitor', 'mail', 'salt', 'laptop'], ['ottoman', 'chair', 'furniture', 'tv', 'bin', 'cap', 'can', 'sofa', 'salt', 'mat', 'couch']]"
190,scene0261_01,42,[15],the towel that is below the counter,scene0261_01-towel-2-42-15,vertical,below,towel,['counter'],[2],"['the', 'towel', 'that', 'is', 'below', 'the', 'counter']",sr3d,True,True,True,the towel that is below the counter,towel,"['counter', 'towel']","['counter', 'towel']","[['counter', 'kitchen counter', 'picture', 'stand', 'bathroom counter', 'block', 'display', 'table', 'object', 'machine', 'step'], ['towel', 'hand towel', 'washcloth', 'blanket', 'cloth', 'paper towel', 'shower', 'bathrobe', 'laundry bag', 'toilet paper', 'sock']]"
191,scene0656_03,9,[3],select the door that is far away from the table,scene0656_03-door-2-9-3,horizontal,farthest,door,['table'],[8],"['select', 'the', 'door', 'that', 'is', 'far', 'away', 'from', 'the', 'table']",sr3d,True,True,True,select the door that is far away from the table,door,"['table', 'door']","['table', 'door']","[['table', 'dining table', 'side table', 'round table', 'end table', 'coffee table', 'desk', 'folded table', 'plate', 'counter', 'stand'], ['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window']]"
192,scene0400_00,5,[4],choose the shelf that is closer to the desk,scene0400_00-shelf-2-5-4,horizontal,closest,shelf,['desk'],[0],"['choose', 'the', 'shelf', 'that', 'is', 'closer', 'to', 'the', 'desk']",sr3d,True,True,True,choose the shelf that is closer to the desk,shelf,"['desk', 'shelf']","['desk', 'shelf']","[['desk', 'table', 'dining table', 'side table', 'workbench', 'end table', 'tv stand', 'furniture', 'bar', 'chair', 'drawer'], ['shelf', 'storage shelf', 'bookshelf', 'closet shelf', 'display', 'display rack', 'pantry shelf', 'closet', 'stand', 'cabinet', 'structure']]"
193,scene0383_01,24,"[0, 27]",find the shelf that is farthest from the cabinet,scene0383_01-shelf-3-24-0-27,horizontal,farthest,shelf,['cabinet'],[5],"['find', 'the', 'shelf', 'that', 'is', 'farthest', 'from', 'the', 'cabinet']",sr3d,True,True,True,find the shelf that is farthest from the cabinet,shelf,"['cabinet', 'shelf']","['cabinet', 'shelf']","[['cabinet', 'kitchen cabinet', 'cabinet door', 'file cabinet', 'wardrobe cabinet', 'drawer', 'bathroom cabinet', 'display', 'case', 'box', 'board'], ['shelf', 'storage shelf', 'bookshelf', 'closet shelf', 'display', 'display rack', 'pantry shelf', 'closet', 'stand', 'cabinet', 'structure']]"
194,scene0592_00,14,[37],choose the door that is farthest from the trash can,scene0592_00-door-2-14-37,horizontal,farthest,door,['trash can'],[35],"['choose', 'the', 'door', 'that', 'is', 'farthest', 'from', 'the', 'trash', 'can']",sr3d,True,True,True,choose the door that is farthest from the trash can,door,"['trash can', 'door']","['trash can', 'door']","[['trash can', 'trash bin', 'plastic bin', 'recycling bin', 'trash bag', 'bucket', 'storage bin', 'garbage bag', 'bin', 'plastic storage bin', 'food container'], ['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window']]"
195,scene0270_00,16,[24],choose the backpack that is close to the curtain,scene0270_00-backpack-2-16-24,horizontal,closest,backpack,['curtain'],[37],"['choose', 'the', 'backpack', 'that', 'is', 'close', 'to', 'the', 'curtain']",sr3d,True,True,True,choose the backpack that is close to the curtain,backpack,"['curtain', 'backpack']","['curtain', 'backpack']","[['curtain', 'curtain rod', 'cloth', 'shower curtain', 'blinds', 'blanket', 'window', 'decoration', 'screen', 'wall hanging', 'toilet paper'], ['backpack', 'bag', 'duffel bag', 'purse', 'luggage', 'food bag', 'suitcase', 'grocery bag', 'golf bag', 'shopping bag', 'messenger bag']]"
196,scene0477_00,2,[1],the bed that is closer to the toilet,scene0477_00-bed-2-2-1,horizontal,closest,bed,['toilet'],[8],"['the', 'bed', 'that', 'is', 'closer', 'to', 'the', 'toilet']",sr3d,True,True,True,the bed that is closer to the toilet,bed,"['toilet', 'bed']","['toilet', 'bed']","[['toilet', 'toiletry', 'toilet paper', 'picture', 'bathroom stall', 'toilet brush', 'changing station', 'trash bin', 'closet', 'urinal', 'trash can'], ['bed', 'mattress', 'sofa bed', 'car', 'pillow', 'tv', 'boat', 'headboard', 'futon', 'seat', 'couch']]"
197,scene0106_01,20,"[24, 25, 27, 31, 32]",the monitor that is over the computer tower,scene0106_01-monitor-6-20-24-25-27-31-32,vertical,above,monitor,['computer tower'],[19],"['the', 'monitor', 'that', 'is', 'over', 'the', 'computer', 'tower']",sr3d,True,True,True,the monitor that is over the computer tower,monitor,"['computer tower', 'monitor']","['computer tower', 'monitor']","[['computer tower', 'laptop', 'media center', 'printer', 'copier', 'structure', 'machine', 'tv', 'elevator', 'boiler', 'exercise machine'], ['monitor', 'tv', 'display', 'remote', 'picture', 'machine', 'alarm', 'controller', 'laptop', 'scale', 'heater']]"
198,scene0126_00,31,[27],find the file cabinet that is closer to the door,scene0126_00-file_cabinet-2-31-27,horizontal,closest,file cabinet,['door'],[8],"['find', 'the', 'file', 'cabinet', 'that', 'is', 'closer', 'to', 'the', 'door']",sr3d,True,True,True,find the file cabinet that is closer to the door,file cabinet,"['door', 'file cabinet']","['door', 'file cabinet']","[['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window'], ['file cabinet', 'cabinet', 'cabinet door', 'file organizer', 'wardrobe cabinet', 'storage bin', 'drawer', 'kitchen cabinet', 'storage box', 'bathroom cabinet', 'folder']]"
199,scene0505_02,39,"[2, 30, 46]",select the file cabinet that is far away from the whiteboard,scene0505_02-file_cabinet-4-39-2-30-46,horizontal,farthest,file cabinet,['whiteboard'],[21],"['select', 'the', 'file', 'cabinet', 'that', 'is', 'far', 'away', 'from', 'the', 'whiteboard']",sr3d,True,True,True,select the file cabinet that is far away from the whiteboard,file cabinet,"['whiteboard', 'file cabinet']","['whiteboard', 'file cabinet']","[['whiteboard', 'board', 'blackboard', 'sign', 'painting', 'whiteboard eraser', 'picture', 'bulletin board', 'notepad', 'display', 'cardboard'], ['file cabinet', 'cabinet', 'cabinet door', 'file organizer', 'wardrobe cabinet', 'storage bin', 'drawer', 'kitchen cabinet', 'storage box', 'bathroom cabinet', 'folder']]"
200,scene0093_00,6,[4],find the keyboard that is far away from the mouse,scene0093_00-keyboard-2-6-4,horizontal,farthest,keyboard,['mouse'],[5],"['find', 'the', 'keyboard', 'that', 'is', 'far', 'away', 'from', 'the', 'mouse']",sr3d,True,True,True,find the keyboard that is far away from the mouse,keyboard,"['mouse', 'keyboard']","['mouse', 'keyboard']","[['mouse', 'picture', 'bear', 'machine', 'fish', 'shoe', 'object', 'remote', 'heater', 'person', 'case'], ['keyboard', 'keyboard piano', 'laptop', 'printer', 'controller', 'machine', 'picture', 'remote', 'heater', 'notepad', 'block']]"
201,scene0419_02,21,"[17, 18, 24]",find the towel that is closer to the backpack,scene0419_02-towel-4-21-17-18-24,horizontal,closest,towel,['backpack'],[58],"['find', 'the', 'towel', 'that', 'is', 'closer', 'to', 'the', 'backpack']",sr3d,True,True,True,find the towel that is closer to the backpack,towel,"['backpack', 'towel']","['backpack', 'towel']","[['backpack', 'bag', 'duffel bag', 'purse', 'luggage', 'food bag', 'suitcase', 'grocery bag', 'golf bag', 'shopping bag', 'messenger bag'], ['towel', 'hand towel', 'washcloth', 'blanket', 'cloth', 'paper towel', 'shower', 'bathrobe', 'laundry bag', 'toilet paper', 'sock']]"
202,scene0667_00,34,[12],find the board that is far away from the backpack,scene0667_00-board-2-34-12,horizontal,farthest,board,['backpack'],[30],"['find', 'the', 'board', 'that', 'is', 'far', 'away', 'from', 'the', 'backpack']",sr3d,True,True,True,find the board that is far away from the backpack,board,"['backpack', 'board']","['backpack', 'board']","[['backpack', 'bag', 'duffel bag', 'purse', 'luggage', 'food bag', 'suitcase', 'grocery bag', 'golf bag', 'shopping bag', 'messenger bag'], ['board', 'picture', 'case', 'block', 'card', 'box', 'display', 'machine', 'clip', 'step', 'stand']]"
