,index,stimulus_id,utterance,correct_guess,speaker_id,listener_id,scan_id,instance_type,target_id,tokens,dataset,mentions_target_class,uses_object_lang,uses_spatial_lang,uses_color_lang,uses_shape_lang,is_train,target_object,summarized_utterance,anchor_objects,referential_order,ref_objects_rel
144,27316,scene0060_00-monitor-2-0-13,Choose the monitor that's positioned the lowest (closest to the counter). It also appears to be next to a printer.,True,402,596,scene0060_00,monitor,0,"['choose', 'the', 'monitor', 'that', 'is', 'positioned', 'the', 'lowest', '(', 'closest', 'to', 'the', 'counter', ')', 'it', 'also', 'appears', 'to', 'be', 'next', 'to', 'a', 'printer']",nr3d,True,True,True,False,False,True,monitor,choose the lowest monitor next to a printer.,['printer'],"['printer', 'monitor']","[['printer', 'copier', 'paper', 'scanner', 'machine', 'picture', 'mail', 'keyboard', 'coffee maker', 'laptop', 'heater'], ['monitor', 'tv', 'display', 'remote', 'picture', 'machine', 'alarm', 'controller', 'laptop', 'scale', 'heater']]"
145,22496,scene0101_00-shoes-5-15-14-16-17-18,"if looking at the table with the tv from the middle of the room, the 2nd pair of shoes from the right.",True,94,564,scene0101_00,shoes,15,"['if', 'looking', 'at', 'the', 'table', 'with', 'the', 'tv', 'from', 'the', 'middle', 'of', 'the', 'room', 'the', 'second', 'pair', 'of', 'shoes', 'from', 'the', 'right']",nr3d,True,True,True,False,False,True,shoe,the second pair of shoes from the right when looking at the table with the tv from the middle of the room.,"['table', 'tv']","['table', 'tv', 'shoe']","[['table', 'dining table', 'side table', 'round table', 'end table', 'coffee table', 'desk', 'folded table', 'plate', 'counter', 'stand'], ['tv', 'tv stand', 'fan', 'bar', 'car', 'picture', 'remote', 'monitor', 'mail', 'salt', 'laptop'], ['shoe', 'boots', 'slipper', 'sock', 'step', 'shoe rack', 'picture', 'object', 'tire', 'box', 'mouse']]"
146,13244,scene0526_00-chair-3-4-2-3,the chair that doesn't have one across from it.,True,67,132,scene0526_00,chair,4,"['the', 'chair', 'that', 'does', 'not', 'have', 'one', 'across', 'from', 'it']",nr3d,True,True,True,False,False,True,chair,the chair without an opposite chair.,[],['chair'],"[['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch']]"
147,1115,scene0017_00-monitor-4-14-13-15-16,"Looking at the windows, choose the monitor that in on the right side and nearest you. Nearest the blue door.",True,702,220,scene0017_00,monitor,14,"['looking', 'at', 'the', 'windows', 'choose', 'the', 'monitor', 'that', 'in', 'on', 'the', 'right', 'side', 'and', 'nearest', 'you', 'nearest', 'the', 'blue', 'door']",nr3d,True,True,True,True,False,True,monitor,the monitor on the right side and nearest the blue door.,['door'],"['door', 'monitor']","[['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window'], ['monitor', 'tv', 'display', 'remote', 'picture', 'machine', 'alarm', 'controller', 'laptop', 'scale', 'heater']]"
148,3940,scene0505_00-keyboard-4-41-40-42-48,The keyboard in front of a silver monitor on a desk with two keyboards and a yellow cord,True,163,609,scene0505_00,keyboard,41,"['the', 'keyboard', 'in', 'front', 'of', 'a', 'silver', 'monitor', 'on', 'a', 'desk', 'with', 'two', 'keyboards', 'and', 'a', 'yellow', 'cord']",nr3d,True,True,True,True,False,True,keyboard,the keyboard in front of a silver monitor on a desk.,"['monitor', 'desk']","['monitor', 'desk', 'keyboard']","[['monitor', 'tv', 'display', 'remote', 'picture', 'machine', 'alarm', 'controller', 'laptop', 'scale', 'heater'], ['desk', 'table', 'dining table', 'side table', 'workbench', 'end table', 'tv stand', 'furniture', 'bar', 'chair', 'drawer'], ['keyboard', 'keyboard piano', 'laptop', 'printer', 'controller', 'machine', 'picture', 'remote', 'heater', 'notepad', 'block']]"
149,4462,scene0155_00-lamp-4-9-6-7-8,Table lamp that's  closest to the individual cubby desk,True,694,85,scene0155_00,lamp,9,"['table', 'lamp', 'that', 'is', 'closest', 'to', 'the', 'individual', 'cubby', 'desk']",nr3d,True,True,True,False,False,True,desk lamp,the table lamp closest to the individual cubby desk.,['desk'],"['desk', 'desk lamp']","[['desk', 'table', 'dining table', 'side table', 'workbench', 'end table', 'tv stand', 'furniture', 'bar', 'chair', 'drawer'], ['desk lamp', 'lamp', 'night light', 'desk', 'light', 'ceiling light', 'studio light', 'power outlet', 'candle', 'film light', 'pen holder']]"
150,18953,scene0150_00-chair-6-8-1-9-10-11-12,"Facing the white board, the second chair from the right.",True,564,564,scene0150_00,chair,8,"['facing', 'the', 'white', 'board', 'the', 'second', 'chair', 'from', 'the', 'right']",nr3d,True,True,True,True,False,True,chair,the second chair from the right facing the white board.,['whiteboard'],"['whiteboard', 'chair']","[['whiteboard', 'board', 'blackboard', 'sign', 'painting', 'whiteboard eraser', 'picture', 'bulletin board', 'notepad', 'display', 'cardboard'], ['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch']]"
151,21249,scene0604_00-cabinet-2-8-9,It is the large set of over counter cabinets to the left of the couch.,True,56,661,scene0604_00,cabinet,8,"['it', 'is', 'the', 'large', 'set', 'of', 'over', 'counter', 'cabinets', 'to', 'the', 'left', 'of', 'the', 'couch']",nr3d,True,True,True,False,True,True,cabinet,the large set of over counter cabinets to the left of the couch.,['couch'],"['couch', 'cabinet']","[['couch', 'couch cushions', 'sofa', 'sofa bed', 'sofa chair', 'furniture', 'armchair', 'pillow', 'futon', 'chair', 'seat'], ['cabinet', 'kitchen cabinet', 'cabinet door', 'file cabinet', 'wardrobe cabinet', 'drawer', 'bathroom cabinet', 'display', 'case', 'box', 'board']]"
152,18952,scene0386_00-desk-2-1-0,It's the desk with only one set of drawers underneath it.,False,181,706,scene0386_00,desk,1,"['it', 'is', 'the', 'desk', 'with', 'only', 'one', 'set', 'of', 'drawers', 'underneath', 'it']",nr3d,True,True,True,False,False,True,desk,the desk with one set of drawers underneath.,['drawer'],"['drawer', 'desk']","[['drawer', 'cabinet', 'dresser', 'box', 'kitchen cabinet', 'toolbox', 'file cabinet', 'counter', 'jewelry box', 'storage box', 'cabinet door'], ['desk', 'table', 'dining table', 'side table', 'workbench', 'end table', 'tv stand', 'furniture', 'bar', 'chair', 'drawer']]"
153,8931,scene0176_00-picture-4-12-11-16-17,"Facing the window, the picture in the upper right corner.",True,564,562,scene0176_00,picture,12,"['facing', 'the', 'window', 'the', 'picture', 'in', 'the', 'upper', 'right', 'corner']",nr3d,True,True,True,False,False,True,picture,the picture in the upper right corner.,[],['picture'],"[['picture', 'block', 'machine', 'object', 'case', 'clip', 'board', 'heater', 'decoration', 'ledge', 'light']]"
154,23435,scene0513_00-table-4-4-3-5-8,the middle round table,True,220,27,scene0513_00,table,4,"['the', 'middle', 'round', 'table']",nr3d,True,True,True,False,False,True,table,the round table in the middle.,['picture'],"['picture', 'table']","[['picture', 'block', 'machine', 'object', 'case', 'clip', 'board', 'heater', 'decoration', 'ledge', 'light'], ['table', 'dining table', 'side table', 'round table', 'end table', 'coffee table', 'desk', 'folded table', 'plate', 'counter', 'stand']]"
155,25001,scene0286_00-lamp-2-20-19,Facing the foot of the bed that lamp on the right.,True,564,437,scene0286_00,lamp,20,"['facing', 'the', 'foot', 'of', 'the', 'bed', 'that', 'lamp', 'on', 'the', 'right']",nr3d,True,True,True,False,False,True,lamp,the lamp on the right side of the foot of the bed.,['bed'],"['bed', 'lamp']","[['bed', 'mattress', 'sofa bed', 'car', 'pillow', 'tv', 'boat', 'headboard', 'futon', 'seat', 'couch'], ['lamp', 'desk lamp', 'light', 'cup', 'candle', 'salt', 'fan', 'night light', 'mug', 'tv', 'bin']]"
156,17867,scene0694_00-end_table-3-21-25-30,"Of the 3 end tables, this one is in the middle of the 3.",False,659,564,scene0694_00,end table,21,"['of', 'the', 'three', 'end', 'tables', 'this', 'one', 'is', 'in', 'the', 'middle', 'of', 'the', 'three']",nr3d,True,True,True,False,False,True,end table,the middle end table.,['picture'],"['picture', 'end table']","[['picture', 'block', 'machine', 'object', 'case', 'clip', 'board', 'heater', 'decoration', 'ledge', 'light'], ['end table', 'side table', 'table', 'coffee table', 'dining table', 'nightstand', 'folded table', 'tv stand', 'furniture', 'desk', 'round table']]"
157,25769,scene0619_00-desk-2-20-6,Select the desk that only contains one computer monitor on it.,True,617,595,scene0619_00,desk,20,"['select', 'the', 'desk', 'that', 'only', 'contains', 'one', 'computer', 'monitor', 'on', 'it']",nr3d,True,True,True,False,False,True,desk,the desk with only one computer monitor.,['monitor'],"['monitor', 'desk']","[['monitor', 'tv', 'display', 'remote', 'picture', 'machine', 'alarm', 'controller', 'laptop', 'scale', 'heater'], ['desk', 'table', 'dining table', 'side table', 'workbench', 'end table', 'tv stand', 'furniture', 'bar', 'chair', 'drawer']]"
158,10368,scene0571_00-door-2-6-9,door without the gold handle. DOES NOT open directly into bathroom,True,362,709,scene0571_00,door,6,"['door', 'without', 'the', 'gold', 'handle', 'does', 'not', 'open', 'directly', 'into', 'bathroom']",nr3d,True,True,True,True,False,True,door,the door that does not open directly into the bathroom.,['toilet'],"['toilet', 'picture', 'door']","[['toilet', 'toiletry', 'toilet paper', 'picture', 'bathroom stall', 'toilet brush', 'changing station', 'trash bin', 'closet', 'urinal', 'trash can'], ['picture', 'block', 'machine', 'object', 'case', 'clip', 'board', 'heater', 'decoration', 'ledge', 'light'], ['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window']]"
159,20038,scene0098_00-bookshelf-2-20-21,The bookcase that is right next to the door.,True,491,49,scene0098_00,bookshelf,20,"['the', 'bookcase', 'that', 'is', 'right', 'next', 'to', 'the', 'door']",nr3d,True,True,True,False,False,True,bookshelf,the bookcase next to the door.,['door'],"['door', 'bookshelf']","[['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window'], ['bookshelf', 'shelf', 'closet shelf', 'storage shelf', 'wardrobe cabinet', 'pantry shelf', 'closet', 'kitchen cabinet', 'cabinet', 'wardrobe closet', 'display case']]"
160,22840,scene0467_00-cabinet-2-17-33,"When standing in the middle of the room facing the cabinets, the correct one is on the left.",True,411,321,scene0467_00,cabinet,17,"['when', 'standing', 'in', 'the', 'middle', 'of', 'the', 'room', 'facing', 'the', 'cabinets', 'the', 'correct', 'one', 'is', 'on', 'the', 'left']",nr3d,True,True,True,False,False,True,cabinet,the cabinet on the left when standing in the middle of the room facing the cabinets.,[],['cabinet'],"[['cabinet', 'kitchen cabinet', 'cabinet door', 'file cabinet', 'wardrobe cabinet', 'drawer', 'bathroom cabinet', 'display', 'case', 'box', 'board']]"
161,4282,scene0489_00-monitor-2-6-5,Monitor closest to the blue filing cabinets,True,694,85,scene0489_00,monitor,6,"['monitor', 'closest', 'to', 'the', 'blue', 'filing', 'cabinets']",nr3d,True,True,True,True,False,True,monitor,the monitor closest to the blue filing cabinets.,['file cabinet'],"['file cabinet', 'monitor']","[['file cabinet', 'cabinet', 'cabinet door', 'file organizer', 'wardrobe cabinet', 'storage bin', 'drawer', 'kitchen cabinet', 'storage box', 'bathroom cabinet', 'folder'], ['monitor', 'tv', 'display', 'remote', 'picture', 'machine', 'alarm', 'controller', 'laptop', 'scale', 'heater']]"
162,16780,scene0178_00-lamp-5-9-8-10-18-19,The lamp beside the chair in the corner.,True,501,29,scene0178_00,lamp,9,"['the', 'lamp', 'beside', 'the', 'chair', 'in', 'the', 'corner']",nr3d,True,True,True,False,False,True,lamp,the lamp beside the chair in the corner.,['chair'],"['chair', 'lamp']","[['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch'], ['lamp', 'desk lamp', 'light', 'cup', 'candle', 'salt', 'fan', 'night light', 'mug', 'tv', 'bin']]"
163,8638,scene0295_00-window-2-11-0,choose the left window,True,356,556,scene0295_00,window,11,"['choose', 'the', 'left', 'window']",nr3d,True,True,True,False,False,True,window,choose the left window.,[],['window'],"[['window', 'windowsill', 'glass', 'display case', 'door', 'display', 'frame', 'case', 'blinds', 'screen', 'vent']]"
164,3214,scene0047_00-cabinet-3-16-0-35,find the cabinet directly across from the refrigerator,True,288,401,scene0047_00,cabinet,16,"['find', 'the', 'cabinet', 'directly', 'across', 'from', 'the', 'refrigerator']",nr3d,True,True,True,False,False,True,cabinet,the cabinet across from the refrigerator.,['refrigerator'],"['refrigerator', 'cabinet']","[['refrigerator', 'mini fridge', 'vending machine', 'cabinet door', 'kitchen cabinet', 'file cabinet', 'cabinet', 'door', 'oven', 'tv', 'bathroom cabinet'], ['cabinet', 'kitchen cabinet', 'cabinet door', 'file cabinet', 'wardrobe cabinet', 'drawer', 'bathroom cabinet', 'display', 'case', 'box', 'board']]"
165,28250,scene0104_00-cabinets-2-0-42,The left side of the white cabinets,True,67,554,scene0104_00,cabinets,0,"['the', 'left', 'side', 'of', 'the', 'white', 'cabinets']",nr3d,True,True,True,True,False,True,cabinet,the white cabinets on the left side.,['picture'],"['picture', 'cabinet']","[['picture', 'block', 'machine', 'object', 'case', 'clip', 'board', 'heater', 'decoration', 'ledge', 'light'], ['cabinet', 'kitchen cabinet', 'cabinet door', 'file cabinet', 'wardrobe cabinet', 'drawer', 'bathroom cabinet', 'display', 'case', 'box', 'board']]"
166,4822,scene0151_00-radiator-2-23-17,The radiator next to the wood burning stove,True,596,572,scene0151_00,radiator,23,"['the', 'radiator', 'next', 'to', 'the', 'wood', 'burning', 'stove']",nr3d,True,True,True,False,False,True,radiator,the radiator next to the wood burning stove.,['fireplace'],"['fireplace', 'radiator']","[['fireplace', 'oven', 'stove', 'bookshelf', 'tv stand', 'furniture', 'heater', 'candle', 'couch', 'decoration', 'structure'], ['radiator', 'boiler', 'fan', 'piano', 'rod', 'vent', 'refrigerator', 'car', 'heater', 'pipe', 'rail']]"
167,10888,scene0098_00-chair-4-26-2-24-25,the chair that is facing the middle of the room and not at the desk,True,67,706,scene0098_00,chair,26,"['the', 'chair', 'that', 'is', 'facing', 'the', 'middle', 'of', 'the', 'room', 'and', 'not', 'at', 'the', 'desk']",nr3d,True,True,True,False,False,True,chair,the chair facing the middle of the room.,['picture'],"['picture', 'chair']","[['picture', 'block', 'machine', 'object', 'case', 'clip', 'board', 'heater', 'decoration', 'ledge', 'light'], ['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch']]"
168,23379,scene0344_00-armchair-4-4-0-1-3,the armchair that is most under the table,False,668,390,scene0344_00,armchair,4,"['the', 'armchair', 'that', 'is', 'most', 'under', 'the', 'table']",nr3d,True,True,True,False,False,True,armchair,the armchair under the table.,['table'],"['table', 'armchair']","[['table', 'dining table', 'side table', 'round table', 'end table', 'coffee table', 'desk', 'folded table', 'plate', 'counter', 'stand'], ['armchair', 'chair', 'office chair', 'furniture', 'rocking chair', 'folded chair', 'couch', 'sofa chair', 'seat', 'carseat', 'footstool']]"
169,4664,scene0132_00-table-4-13-10-11-12,the table in between the two brown chairs,True,286,233,scene0132_00,table,13,"['the', 'table', 'in', 'between', 'the', 'two', 'brown', 'chairs']",nr3d,True,True,True,True,False,True,table,the table between two brown chairs.,['chair'],"['chair', 'table']","[['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch'], ['table', 'dining table', 'side table', 'round table', 'end table', 'coffee table', 'desk', 'folded table', 'plate', 'counter', 'stand']]"
170,15446,scene0371_00-chair-4-4-5-6-7,"if looking at the room from the door, the second chair from the left.",True,94,597,scene0371_00,chair,4,"['if', 'looking', 'at', 'the', 'room', 'from', 'the', 'door', 'the', 'second', 'chair', 'from', 'the', 'left']",nr3d,True,True,True,False,False,True,chair,the second chair from the left when looking at the room from the door.,['door'],"['door', 'chair']","[['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window'], ['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch']]"
171,1697,scene0419_00-pillow-6-25-21-23-24-26-36,The checkered pillow on the left in the group of three pillows.,True,322,220,scene0419_00,pillow,25,"['the', 'checkered', 'pillow', 'on', 'the', 'left', 'in', 'the', 'group', 'of', 'three', 'pillows']",nr3d,True,True,True,False,False,True,pillow,the checkered pillow on the left.,[],['pillow'],"[['pillow', 'cloth', 'mattress', 'couch', 'couch cushions', 'blanket', 'futon', 'paper', 'purse', 'picture', 'alarm']]"
172,18459,scene0049_00-pillow-3-13-12-14,"When facing the couch, the pillow is on the left.",True,85,132,scene0049_00,pillow,13,"['when', 'facing', 'the', 'couch', 'the', 'pillow', 'is', 'on', 'the', 'left']",nr3d,True,True,True,False,False,True,pillow,the pillow on the left of the couch.,['couch'],"['couch', 'pillow']","[['couch', 'couch cushions', 'sofa', 'sofa bed', 'sofa chair', 'furniture', 'armchair', 'pillow', 'futon', 'chair', 'seat'], ['pillow', 'cloth', 'mattress', 'couch', 'couch cushions', 'blanket', 'futon', 'paper', 'purse', 'picture', 'alarm']]"
173,929,scene0590_00-curtain-2-13-4,the white curtains on the window,True,178,388,scene0590_00,curtain,13,"['the', 'white', 'curtains', 'on', 'the', 'window']",nr3d,True,True,True,True,False,True,curtain,the white curtains on the window.,['window'],"['window', 'curtain']","[['window', 'windowsill', 'glass', 'display case', 'door', 'display', 'frame', 'case', 'blinds', 'screen', 'vent'], ['curtain', 'curtain rod', 'cloth', 'shower curtain', 'blinds', 'blanket', 'window', 'decoration', 'screen', 'wall hanging', 'toilet paper']]"
174,2674,scene0024_00-plant-5-26-46-51-52-53,The tall plant by the window.,True,56,553,scene0024_00,plant,26,"['the', 'tall', 'plant', 'by', 'the', 'window']",nr3d,True,True,True,False,True,True,plant,the tall plant by the window.,['window'],"['window', 'plant']","[['window', 'windowsill', 'glass', 'display case', 'door', 'display', 'frame', 'case', 'blinds', 'screen', 'vent'], ['plant', 'pot', 'potted plant', 'picture', 'flowerpot', 'decoration', 'can', 'block', 'fish', 'object', 'container']]"
175,25507,scene0656_00-curtain-2-4-5,NOT the curtains behind the headboard.,True,329,370,scene0656_00,curtain,4,"['not', 'the', 'curtains', 'behind', 'the', 'headboard']",nr3d,True,True,True,False,False,True,curtain,the curtains behind the headboard.,['headboard'],"['headboard', 'curtain']","[['headboard', 'wall hanging', 'board', 'display', 'bookshelf', 'decoration', 'pillow', 'shelf', 'bed', 'bulletin board', 'furniture'], ['curtain', 'curtain rod', 'cloth', 'shower curtain', 'blinds', 'blanket', 'window', 'decoration', 'screen', 'wall hanging', 'toilet paper']]"
176,26613,scene0391_00-desk-6-16-18-19-20-21-22,There are two groupings of desks. This desk is the one in the furthest back corner that you can't even see,False,412,704,scene0391_00,desk,16,"['there', 'are', 'two', 'groupings', 'of', 'desks', 'this', 'desk', 'is', 'the', 'one', 'in', 'the', 'farthest', 'back', 'corner', 'that', 'you', 'can', 'not', 'even', 'see']",nr3d,True,True,True,False,False,True,desk,the desk in the furthest back corner.,[],['desk'],"[['desk', 'table', 'dining table', 'side table', 'workbench', 'end table', 'tv stand', 'furniture', 'bar', 'chair', 'drawer']]"
177,25597,scene0286_00-nightstand-2-10-15,"when facing the bed, it is the nightstand on the left-hand side",True,570,645,scene0286_00,nightstand,10,"['when', 'facing', 'the', 'bed', 'it', 'is', 'the', 'nightstand', 'on', 'the', 'left', 'hand', 'side']",nr3d,True,True,True,False,False,True,nightstand,the nightstand on the left-hand side when facing the bed.,['bed'],"['bed', 'nightstand']","[['bed', 'mattress', 'sofa bed', 'car', 'pillow', 'tv', 'boat', 'headboard', 'futon', 'seat', 'couch'], ['nightstand', 'side table', 'end table', 'drawer', 'table', 'dresser', 'tv stand', 'desk', 'bookshelf', 'coffee table', 'night light']]"
178,3224,scene0082_00-table-4-7-8-9-10,Three of the tables form a triangle that points to the table you should select,True,163,132,scene0082_00,table,7,"['three', 'of', 'the', 'tables', 'form', 'a', 'triangle', 'that', 'points', 'to', 'the', 'table', 'you', 'should', 'select']",nr3d,True,True,True,False,True,True,table,the table that is pointed to by a triangle formed by three other tables.,['folded table'],"['folded table', 'table']","[['folded table', 'folded chair', 'side table', 'table', 'end table', 'dining table', 'coffee table', 'desk', 'stool', 'step stool', 'footstool'], ['table', 'dining table', 'side table', 'round table', 'end table', 'coffee table', 'desk', 'folded table', 'plate', 'counter', 'stand']]"
179,376,scene0103_00-chair-5-8-0-1-2-3,Chair under round table.,True,579,81,scene0103_00,chair,8,"['chair', 'under', 'round', 'table']",nr3d,True,True,True,False,False,True,chair,chair under round table.,['table'],"['table', 'chair']","[['table', 'dining table', 'side table', 'round table', 'end table', 'coffee table', 'desk', 'folded table', 'plate', 'counter', 'stand'], ['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch']]"
180,23840,scene0122_00-chair-5-16-0-1-2-3,there are two chairs near the wall that has a door on it - its the chair that is facing corner,True,289,585,scene0122_00,chair,16,"['there', 'are', 'two', 'chairs', 'near', 'the', 'wall', 'that', 'has', 'a', 'door', 'on', 'it', 'its', 'the', 'chair', 'that', 'is', 'facing', 'corner']",nr3d,True,True,True,False,False,True,chair,the chair facing the corner near the wall with a door.,"['wall', 'door']","['wall', 'door', 'chair']","[['wall', 'picture', 'machine', 'block', 'board', 'mail', 'case', 'salt', 'scale', 'decoration', 'ball'], ['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window'], ['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch']]"
181,17076,scene0469_00-desk-2-12-14,The desk containing only 3 monitors on it (not 4).,True,234,501,scene0469_00,desk,12,"['the', 'desk', 'containing', 'only', 'three', 'monitors', 'on', 'it', '(', 'not', 'four', ')']",nr3d,True,True,True,False,False,True,desk,the desk with 3 monitors on it.,['monitor'],"['monitor', 'desk']","[['monitor', 'tv', 'display', 'remote', 'picture', 'machine', 'alarm', 'controller', 'laptop', 'scale', 'heater'], ['desk', 'table', 'dining table', 'side table', 'workbench', 'end table', 'tv stand', 'furniture', 'bar', 'chair', 'drawer']]"
182,5725,scene0646_00-shelf-2-16-6,The taller white shelves.,True,469,132,scene0646_00,shelf,16,"['the', 'taller', 'white', 'shelves']",nr3d,True,True,False,True,True,True,shelf,the taller white shelves.,['picture'],"['picture', 'shelf']","[['picture', 'block', 'machine', 'object', 'case', 'clip', 'board', 'heater', 'decoration', 'ledge', 'light'], ['shelf', 'storage shelf', 'bookshelf', 'closet shelf', 'display', 'display rack', 'pantry shelf', 'closet', 'stand', 'cabinet', 'structure']]"
183,26569,scene0418_00-pillow-4-6-7-8-9,The white pillow on the left side of the bed,True,596,265,scene0418_00,pillow,6,"['the', 'white', 'pillow', 'on', 'the', 'left', 'side', 'of', 'the', 'bed']",nr3d,True,True,True,True,False,True,pillow,the white pillow on the left side of the bed.,['bed'],"['bed', 'pillow']","[['bed', 'mattress', 'sofa bed', 'car', 'pillow', 'tv', 'boat', 'headboard', 'futon', 'seat', 'couch'], ['pillow', 'cloth', 'mattress', 'couch', 'couch cushions', 'blanket', 'futon', 'paper', 'purse', 'picture', 'alarm']]"
184,1717,scene0263_00-box-5-2-1-3-18-29,The box with the bucket next to it on the table,True,67,702,scene0263_00,box,2,"['the', 'box', 'with', 'the', 'bucket', 'next', 'to', 'it', 'on', 'the', 'table']",nr3d,True,True,True,False,False,True,box,the box with the bucket on the table.,"['table', 'bucket']","['table', 'bucket', 'box']","[['table', 'dining table', 'side table', 'round table', 'end table', 'coffee table', 'desk', 'folded table', 'plate', 'counter', 'stand'], ['bucket', 'trash can', 'trash bin', 'pot', 'basket', 'plastic bin', 'flowerpot', 'cup', 'container', 'picture', 'bowl'], ['box', 'covered box', 'container', 'storage box', 'case', 'picture', 'block', 'toolbox', 'mail', 'coffee box', 'crate']]"
185,10253,scene0517_00-laptop-2-24-63,"the laptop with a red keyboard next to the open door, there is a red C on the wall behind it.",True,289,501,scene0517_00,laptop,24,"['the', 'laptop', 'with', 'a', 'red', 'keyboard', 'next', 'to', 'the', 'open', 'door', 'there', 'is', 'a', 'red', 'c', 'on', 'the', 'wall', 'behind', 'it']",nr3d,True,True,True,True,False,True,laptop,the laptop with a red keyboard next to the open door.,['door'],"['door', 'laptop']","[['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window'], ['laptop', 'keyboard', 'notepad', 'printer', 'tv', 'picture', 'machine', 'mail', 'controller', 'copier', 'folder']]"
186,13980,scene0468_00-bed-2-0-1,Bed on the left when facing the door,False,129,215,scene0468_00,bed,0,"['bed', 'on', 'the', 'left', 'when', 'facing', 'the', 'door']",nr3d,True,True,True,False,False,True,bed,the bed on the left.,[],['bed'],"[['bed', 'mattress', 'sofa bed', 'car', 'pillow', 'tv', 'boat', 'headboard', 'futon', 'seat', 'couch']]"
187,18569,scene0062_00-rail-2-17-18,The rail above the toilet paper rolls.,True,192,564,scene0062_00,rail,17,"['the', 'rail', 'above', 'the', 'toilet', 'paper', 'rolls']",nr3d,True,True,True,False,False,True,rail,the rail above the toilet paper rolls.,['toilet paper'],"['toilet paper', 'rail']","[['toilet paper', 'paper towel', 'paper', 'toilet', 'toilet paper holder', 'paper towel roll', 'toilet paper dispenser', 'toiletry', 'cloth', 'toilet brush', 'trash can'], ['rail', 'stair rail', 'handrail', 'hand rail', 'picture', 'step', 'rod', 'mail', 'machine', 'board', 'tube']]"
188,26660,scene0296_00-pillow-5-42-23-26-53-54,"Facing the dark couch, there is a pillow on the right hand side and on the arm rest",True,412,45,scene0296_00,pillow,42,"['facing', 'the', 'dark', 'couch', 'there', 'is', 'a', 'pillow', 'on', 'the', 'right', 'hand', 'side', 'and', 'on', 'the', 'arm', 'rest']",nr3d,True,True,True,True,False,True,pillow,there is a pillow on the right side of the dark couch.,['couch'],"['couch', 'pillow']","[['couch', 'couch cushions', 'sofa', 'sofa bed', 'sofa chair', 'furniture', 'armchair', 'pillow', 'futon', 'chair', 'seat'], ['pillow', 'cloth', 'mattress', 'couch', 'couch cushions', 'blanket', 'futon', 'paper', 'purse', 'picture', 'alarm']]"
189,2698,scene0226_00-plant-2-20-21,plant nearest the table,True,175,371,scene0226_00,plant,20,"['plant', 'nearest', 'the', 'table']",nr3d,True,True,True,False,False,True,plant,the plant near the table.,['table'],"['table', 'plant']","[['table', 'dining table', 'side table', 'round table', 'end table', 'coffee table', 'desk', 'folded table', 'plate', 'counter', 'stand'], ['plant', 'pot', 'potted plant', 'picture', 'flowerpot', 'decoration', 'can', 'block', 'fish', 'object', 'container']]"
190,7747,scene0312_00-table-2-12-8,The table furthest from the sofa in the corner of the room.,True,188,651,scene0312_00,table,12,"['the', 'table', 'farthest', 'from', 'the', 'sofa', 'in', 'the', 'corner', 'of', 'the', 'room']",nr3d,True,True,True,False,False,True,table,the table in the corner of the room.,[],['table'],"[['table', 'dining table', 'side table', 'round table', 'end table', 'coffee table', 'desk', 'folded table', 'plate', 'counter', 'stand']]"
