,scan_id,target_id,distractor_ids,utterance,stimulus_id,coarse_reference_type,reference_type,instance_type,anchors_types,anchor_ids,tokens,dataset,mentions_target_class,correct_guess,is_train,summarized_utterance,target_object,anchor_objects,referential_order,ref_objects_rel
444,scene0554_01,19,[20],the trash can that is near the desk,scene0554_01-trash_can-2-19-20,horizontal,closest,trash can,['desk'],[53],"['the', 'trash', 'can', 'that', 'is', 'near', 'the', 'desk']",sr3d,True,True,True,the trash can that is near the desk,trash can,"['desk', 'trash can']","['desk', 'trash can']","[['desk', 'table', 'dining table', 'side table', 'workbench', 'end table', 'tv stand', 'furniture', 'bar', 'chair', 'drawer'], ['trash can', 'trash bin', 'plastic bin', 'recycling bin', 'trash bag', 'bucket', 'storage bin', 'garbage bag', 'bin', 'plastic storage bin', 'food container']]"
445,scene0335_01,31,"[22, 33, 34, 35]",find the kitchen cabinet that is closer to the door,scene0335_01-kitchen_cabinet-5-31-22-33-34-35,horizontal,closest,kitchen cabinet,['door'],[2],"['find', 'the', 'kitchen', 'cabinet', 'that', 'is', 'closer', 'to', 'the', 'door']",sr3d,True,True,True,find the kitchen cabinet that is closer to the door,kitchen cabinet,"['door', 'kitchen cabinet']","['door', 'kitchen cabinet']","[['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window'], ['kitchen cabinet', 'cabinet', 'kitchen counter', 'bathroom cabinet', 'cabinet door', 'kitchen island', 'wardrobe cabinet', 'drawer', 'file cabinet', 'bookshelf', 'counter']]"
446,scene0072_02,25,[3],find the cabinet that is above the book,scene0072_02-cabinet-2-25-3,vertical,above,cabinet,['book'],[10],"['find', 'the', 'cabinet', 'that', 'is', 'above', 'the', 'book']",sr3d,True,True,True,find the cabinet that is above the book,cabinet,"['book', 'cabinet']","['book', 'cabinet']","[['book', 'picture', 'music book', 'magazine', 'block', 'box', 'card', 'paper', 'object', 'machine', 'board'], ['cabinet', 'kitchen cabinet', 'cabinet door', 'file cabinet', 'wardrobe cabinet', 'drawer', 'bathroom cabinet', 'display', 'case', 'box', 'board']]"
447,scene0347_01,15,[17],the trash can that is near the cabinets,scene0347_01-trash_can-2-15-17,horizontal,closest,trash can,['cabinets'],[20],"['the', 'trash', 'can', 'that', 'is', 'near', 'the', 'cabinets']",sr3d,True,True,True,the trash can that is near the cabinets,trash can,"['cabinet', 'trash can']","['cabinet', 'trash can']","[['cabinet', 'kitchen cabinet', 'cabinet door', 'file cabinet', 'wardrobe cabinet', 'drawer', 'bathroom cabinet', 'display', 'case', 'box', 'board'], ['trash can', 'trash bin', 'plastic bin', 'recycling bin', 'trash bag', 'bucket', 'storage bin', 'garbage bag', 'bin', 'plastic storage bin', 'food container']]"
448,scene0385_00,16,[15],find the pillow that is close to the cabinet,scene0385_00-pillow-2-16-15,horizontal,closest,pillow,['cabinet'],[10],"['find', 'the', 'pillow', 'that', 'is', 'close', 'to', 'the', 'cabinet']",sr3d,True,True,True,find the pillow that is close to the cabinet,pillow,"['cabinet', 'pillow']","['cabinet', 'pillow']","[['cabinet', 'kitchen cabinet', 'cabinet door', 'file cabinet', 'wardrobe cabinet', 'drawer', 'bathroom cabinet', 'display', 'case', 'box', 'board'], ['pillow', 'cloth', 'mattress', 'couch', 'couch cushions', 'blanket', 'futon', 'paper', 'purse', 'picture', 'alarm']]"
449,scene0515_00,54,[44],find the backpack that is between the closet and the table,scene0515_00-backpack-2-54-44,between,between,backpack,"['closet', 'table']","[3, 52]","['find', 'the', 'backpack', 'that', 'is', 'between', 'the', 'closet', 'and', 'the', 'table']",sr3d,True,True,True,find the backpack that is between the closet and the table,backpack,"['closet', 'table', 'backpack']","['closet', 'table', 'backpack']","[['closet', 'wardrobe closet', 'closet door', 'closet rod', 'closet wall', 'closet shelf', 'closet floor', 'clothes', 'wardrobe cabinet', 'toilet', 'bookshelf'], ['table', 'dining table', 'side table', 'round table', 'end table', 'coffee table', 'desk', 'folded table', 'plate', 'counter', 'stand'], ['backpack', 'bag', 'duffel bag', 'purse', 'luggage', 'food bag', 'suitcase', 'grocery bag', 'golf bag', 'shopping bag', 'messenger bag']]"
450,scene0540_00,21,[19],the stool that is far from the telephone,scene0540_00-stool-2-21-19,horizontal,farthest,stool,['telephone'],[18],"['the', 'stool', 'that', 'is', 'far', 'from', 'the', 'telephone']",sr3d,True,True,True,the stool that is far from the telephone,stool,"['telephone', 'stool']","['telephone', 'stool']","[['telephone', 'tv', 'mail', 'headphones', 'picture', 'remote', 'switch', 'iron', 'clock', 'block', 'pipe'], ['stool', 'stepstool', 'step stool', 'chair', 'footstool', 'side table', 'seat', 'office chair', 'furniture', 'end table', 'folded chair']]"
451,scene0085_00,30,[28],the pillow that is far from the telephone,scene0085_00-pillow-2-30-28,horizontal,farthest,pillow,['telephone'],[7],"['the', 'pillow', 'that', 'is', 'far', 'from', 'the', 'telephone']",sr3d,True,True,True,the pillow that is far from the telephone,pillow,"['telephone', 'pillow']","['telephone', 'pillow']","[['telephone', 'tv', 'mail', 'headphones', 'picture', 'remote', 'switch', 'iron', 'clock', 'block', 'pipe'], ['pillow', 'cloth', 'mattress', 'couch', 'couch cushions', 'blanket', 'futon', 'paper', 'purse', 'picture', 'alarm']]"
452,scene0505_03,19,"[23, 28, 33, 35]",find the monitor that is close to the shelf,scene0505_03-monitor-5-19-23-28-33-35,horizontal,closest,monitor,['shelf'],[14],"['find', 'the', 'monitor', 'that', 'is', 'close', 'to', 'the', 'shelf']",sr3d,True,True,True,find the monitor that is close to the shelf,monitor,"['shelf', 'monitor']","['shelf', 'monitor']","[['shelf', 'storage shelf', 'bookshelf', 'closet shelf', 'display', 'display rack', 'pantry shelf', 'closet', 'stand', 'cabinet', 'structure'], ['monitor', 'tv', 'display', 'remote', 'picture', 'machine', 'alarm', 'controller', 'laptop', 'scale', 'heater']]"
453,scene0403_01,14,[13],find the whiteboard that is far away from the door,scene0403_01-whiteboard-2-14-13,horizontal,farthest,whiteboard,['door'],[15],"['find', 'the', 'whiteboard', 'that', 'is', 'far', 'away', 'from', 'the', 'door']",sr3d,True,True,True,find the whiteboard that is far away from the door,whiteboard,"['door', 'whiteboard']","['door', 'whiteboard']","[['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window'], ['whiteboard', 'board', 'blackboard', 'sign', 'painting', 'whiteboard eraser', 'picture', 'bulletin board', 'notepad', 'display', 'cardboard']]"
454,scene0051_02,0,[1],select the door that is in the center of the desk and the toilet,scene0051_02-door-2-0-1,between,between,door,"['desk', 'toilet']","[2, 28]","['select', 'the', 'door', 'that', 'is', 'in', 'the', 'center', 'of', 'the', 'desk', 'and', 'the', 'toilet']",sr3d,True,True,True,select the door that is in the center of the desk and the toilet,door,"['desk', 'toilet', 'door']","['desk', 'toilet', 'door']","[['desk', 'table', 'dining table', 'side table', 'workbench', 'end table', 'tv stand', 'furniture', 'bar', 'chair', 'drawer'], ['toilet', 'toiletry', 'toilet paper', 'picture', 'bathroom stall', 'toilet brush', 'changing station', 'trash bin', 'closet', 'urinal', 'trash can'], ['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window']]"
455,scene0463_01,22,[21],choose the radiator that is far away from the whiteboard,scene0463_01-radiator-2-22-21,horizontal,farthest,radiator,['whiteboard'],[16],"['choose', 'the', 'radiator', 'that', 'is', 'far', 'away', 'from', 'the', 'whiteboard']",sr3d,True,True,True,choose the radiator that is far away from the whiteboard,radiator,"['whiteboard', 'radiator']","['whiteboard', 'radiator']","[['whiteboard', 'board', 'blackboard', 'sign', 'painting', 'whiteboard eraser', 'picture', 'bulletin board', 'notepad', 'display', 'cardboard'], ['radiator', 'boiler', 'fan', 'piano', 'rod', 'vent', 'refrigerator', 'car', 'heater', 'pipe', 'rail']]"
456,scene0654_01,7,[6],the stool that is farthest from the sink,scene0654_01-stool-2-7-6,horizontal,farthest,stool,['sink'],[16],"['the', 'stool', 'that', 'is', 'farthest', 'from', 'the', 'sink']",sr3d,True,True,True,the stool that is farthest from the sink,stool,"['sink', 'stool']","['sink', 'stool']","[['sink', 'soap dish', 'toilet', 'bathroom counter', 'soap', 'boat', 'counter', 'washing machine', 'picture', 'water fountain', 'bath products'], ['stool', 'stepstool', 'step stool', 'chair', 'footstool', 'side table', 'seat', 'office chair', 'furniture', 'end table', 'folded chair']]"
457,scene0101_00,46,[65],select the pillow that is far away from the recycling bin,scene0101_00-pillow-2-46-65,horizontal,farthest,pillow,['recycling bin'],[75],"['select', 'the', 'pillow', 'that', 'is', 'far', 'away', 'from', 'the', 'recycling', 'bin']",sr3d,True,True,True,select the pillow that is far away from the recycling bin,pillow,"['recycling bin', 'pillow']","['recycling bin', 'pillow']","[['recycling bin', 'trash bin', 'plastic bin', 'storage bin', 'trash can', 'plastic storage bin', 'compost bin', 'storage container', 'food container', 'plastic container', 'laundry hamper'], ['pillow', 'cloth', 'mattress', 'couch', 'couch cushions', 'blanket', 'futon', 'paper', 'purse', 'picture', 'alarm']]"
458,scene0186_00,36,[46],find the file cabinet that is beside the monitor,scene0186_00-file_cabinet-2-36-46,horizontal,closest,file cabinet,['monitor'],[23],"['find', 'the', 'file', 'cabinet', 'that', 'is', 'beside', 'the', 'monitor']",sr3d,True,True,True,find the file cabinet that is beside the monitor,file cabinet,"['monitor', 'file cabinet']","['monitor', 'file cabinet']","[['monitor', 'tv', 'display', 'remote', 'picture', 'machine', 'alarm', 'controller', 'laptop', 'scale', 'heater'], ['file cabinet', 'cabinet', 'cabinet door', 'file organizer', 'wardrobe cabinet', 'storage bin', 'drawer', 'kitchen cabinet', 'storage box', 'bathroom cabinet', 'folder']]"
459,scene0168_01,16,"[15, 17, 18]",choose the desk that is farthest from the box,scene0168_01-desk-4-16-15-17-18,horizontal,farthest,desk,['box'],[2],"['choose', 'the', 'desk', 'that', 'is', 'farthest', 'from', 'the', 'box']",sr3d,True,True,True,choose the desk that is farthest from the box,desk,"['box', 'desk']","['box', 'desk']","[['box', 'covered box', 'container', 'storage box', 'case', 'picture', 'block', 'toolbox', 'mail', 'coffee box', 'crate'], ['desk', 'table', 'dining table', 'side table', 'workbench', 'end table', 'tv stand', 'furniture', 'bar', 'chair', 'drawer']]"
460,scene0147_01,16,[18],select the nightstand that is close to the bag,scene0147_01-nightstand-2-16-18,horizontal,closest,nightstand,['bag'],[12],"['select', 'the', 'nightstand', 'that', 'is', 'close', 'to', 'the', 'bag']",sr3d,True,True,True,select the nightstand that is close to the bag,nightstand,"['bag', 'nightstand']","['bag', 'nightstand']","[['bag', 'food bag', 'purse', 'backpack', 'shopping bag', 'grocery bag', 'duffel bag', 'luggage', 'paper bag', 'mail', 'trash bag'], ['nightstand', 'side table', 'end table', 'drawer', 'table', 'dresser', 'tv stand', 'desk', 'bookshelf', 'coffee table', 'night light']]"
461,scene0306_00,11,[16],choose the door that is close to the shelf,scene0306_00-door-2-11-16,horizontal,closest,door,['shelf'],[9],"['choose', 'the', 'door', 'that', 'is', 'close', 'to', 'the', 'shelf']",sr3d,True,True,True,choose the door that is close to the shelf,door,"['shelf', 'door']","['shelf', 'door']","[['shelf', 'storage shelf', 'bookshelf', 'closet shelf', 'display', 'display rack', 'pantry shelf', 'closet', 'stand', 'cabinet', 'structure'], ['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window']]"
462,scene0365_02,18,[8],select the bathroom stall that is near the door,scene0365_02-bathroom_stall-2-18-8,horizontal,closest,bathroom stall,['door'],[5],"['select', 'the', 'bathroom', 'stall', 'that', 'is', 'near', 'the', 'door']",sr3d,True,True,True,select the bathroom stall that is near the door,bathroom stall,"['door', 'bathroom stall']","['door', 'bathroom stall']","[['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window'], ['bathroom stall', 'bathroom stall door', 'toilet', 'bathroom cabinet', 'shower door', 'hand dryer', 'toilet paper dispenser', 'bathroom counter', 'shower wall', 'bathroom vanity', 'urinal']]"
463,scene0576_01,21,[13],find the picture that is farthest from the bookshelf,scene0576_01-picture-2-21-13,horizontal,farthest,picture,['bookshelf'],[11],"['find', 'the', 'picture', 'that', 'is', 'farthest', 'from', 'the', 'bookshelf']",sr3d,True,True,True,find the picture that is farthest from the bookshelf,picture,"['bookshelf', 'picture']","['bookshelf', 'picture']","[['bookshelf', 'shelf', 'closet shelf', 'storage shelf', 'wardrobe cabinet', 'pantry shelf', 'closet', 'kitchen cabinet', 'cabinet', 'wardrobe closet', 'display case'], ['picture', 'block', 'machine', 'object', 'case', 'clip', 'board', 'heater', 'decoration', 'ledge', 'light']]"
464,scene0335_02,12,[50],the table that is in the center of the bag and the curtain,scene0335_02-table-2-12-50,between,between,table,"['bag', 'curtain']","[25, 46]","['the', 'table', 'that', 'is', 'in', 'the', 'center', 'of', 'the', 'bag', 'and', 'the', 'curtain']",sr3d,True,True,True,the table that is in the center of the bag and the curtain,table,"['bag', 'curtain', 'table']","['bag', 'curtain', 'table']","[['bag', 'food bag', 'purse', 'backpack', 'shopping bag', 'grocery bag', 'duffel bag', 'luggage', 'paper bag', 'mail', 'trash bag'], ['curtain', 'curtain rod', 'cloth', 'shower curtain', 'blinds', 'blanket', 'window', 'decoration', 'screen', 'wall hanging', 'toilet paper'], ['table', 'dining table', 'side table', 'round table', 'end table', 'coffee table', 'desk', 'folded table', 'plate', 'counter', 'stand']]"
465,scene0296_01,48,[49],find the bed that is far away from the door,scene0296_01-bed-2-48-49,horizontal,farthest,bed,['door'],[51],"['find', 'the', 'bed', 'that', 'is', 'far', 'away', 'from', 'the', 'door']",sr3d,True,True,True,find the bed that is far away from the door,bed,"['door', 'bed']","['door', 'bed']","[['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window'], ['bed', 'mattress', 'sofa bed', 'car', 'pillow', 'tv', 'boat', 'headboard', 'futon', 'seat', 'couch']]"
466,scene0299_00,4,[5],the table that is in the middle of the backpack and the plant,scene0299_00-table-2-4-5,between,between,table,"['backpack', 'plant']","[12, 14]","['the', 'table', 'that', 'is', 'in', 'the', 'middle', 'of', 'the', 'backpack', 'and', 'the', 'plant']",sr3d,True,True,True,the table that is in the middle of the backpack and the plant,table,"['backpack', 'plant', 'table']","['backpack', 'plant', 'table']","[['backpack', 'bag', 'duffel bag', 'purse', 'luggage', 'food bag', 'suitcase', 'grocery bag', 'golf bag', 'shopping bag', 'messenger bag'], ['plant', 'pot', 'potted plant', 'picture', 'flowerpot', 'decoration', 'can', 'block', 'fish', 'object', 'container'], ['table', 'dining table', 'side table', 'round table', 'end table', 'coffee table', 'desk', 'folded table', 'plate', 'counter', 'stand']]"
467,scene0691_01,23,[17],choose the door that is far from the cabinets,scene0691_01-door-2-23-17,horizontal,farthest,door,['cabinets'],[19],"['choose', 'the', 'door', 'that', 'is', 'far', 'from', 'the', 'cabinets']",sr3d,True,True,True,choose the door that is far from the cabinets,door,"['cabinet', 'door']","['cabinet', 'door']","[['cabinet', 'kitchen cabinet', 'cabinet door', 'file cabinet', 'wardrobe cabinet', 'drawer', 'bathroom cabinet', 'display', 'case', 'box', 'board'], ['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window']]"
468,scene0138_00,44,[43],the radiator that is far away from the table,scene0138_00-radiator-2-44-43,horizontal,farthest,radiator,['table'],[20],"['the', 'radiator', 'that', 'is', 'far', 'away', 'from', 'the', 'table']",sr3d,True,True,True,the radiator that is far away from the table,radiator,"['table', 'radiator']","['table', 'radiator']","[['table', 'dining table', 'side table', 'round table', 'end table', 'coffee table', 'desk', 'folded table', 'plate', 'counter', 'stand'], ['radiator', 'boiler', 'fan', 'piano', 'rod', 'vent', 'refrigerator', 'car', 'heater', 'pipe', 'rail']]"
469,scene0623_00,24,[22],select the chair that is closer to the backpack,scene0623_00-chair-2-24-22,horizontal,closest,chair,['backpack'],[31],"['select', 'the', 'chair', 'that', 'is', 'closer', 'to', 'the', 'backpack']",sr3d,True,True,True,select the chair that is closer to the backpack,chair,"['backpack', 'chair']","['backpack', 'chair']","[['backpack', 'bag', 'duffel bag', 'purse', 'luggage', 'food bag', 'suitcase', 'grocery bag', 'golf bag', 'shopping bag', 'messenger bag'], ['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch']]"
470,scene0477_00,6,"[21, 27]",choose the picture that is closer to the toilet,scene0477_00-picture-3-6-21-27,horizontal,closest,picture,['toilet'],[8],"['choose', 'the', 'picture', 'that', 'is', 'closer', 'to', 'the', 'toilet']",sr3d,True,True,True,choose the picture that is closer to the toilet,picture,"['toilet', 'picture']","['toilet', 'picture']","[['toilet', 'toiletry', 'toilet paper', 'picture', 'bathroom stall', 'toilet brush', 'changing station', 'trash bin', 'closet', 'urinal', 'trash can'], ['picture', 'block', 'machine', 'object', 'case', 'clip', 'board', 'heater', 'decoration', 'ledge', 'light']]"
471,scene0547_00,20,[38],select the trash can that is far away from the laundry hamper,scene0547_00-trash_can-2-20-38,horizontal,farthest,trash can,['laundry hamper'],[9],"['select', 'the', 'trash', 'can', 'that', 'is', 'far', 'away', 'from', 'the', 'laundry', 'hamper']",sr3d,True,True,True,select the trash can that is far away from the laundry hamper,trash can,"['laundry hamper', 'trash can']","['laundry hamper', 'trash can']","[['laundry hamper', 'laundry basket', 'laundry bag', 'hamper', 'recycling bin', 'trash can', 'clothes dryer', 'trash bin', 'storage bin', 'washing machine', 'plastic storage bin'], ['trash can', 'trash bin', 'plastic bin', 'recycling bin', 'trash bag', 'bucket', 'storage bin', 'garbage bag', 'bin', 'plastic storage bin', 'food container']]"
472,scene0002_00,35,"[31, 33, 34]",choose the cabinet that is near the shelf,scene0002_00-cabinet-4-35-31-33-34,horizontal,closest,cabinet,['shelf'],[32],"['choose', 'the', 'cabinet', 'that', 'is', 'near', 'the', 'shelf']",sr3d,True,True,True,choose the cabinet that is near the shelf,cabinet,"['shelf', 'cabinet']","['shelf', 'cabinet']","[['shelf', 'storage shelf', 'bookshelf', 'closet shelf', 'display', 'display rack', 'pantry shelf', 'closet', 'stand', 'cabinet', 'structure'], ['cabinet', 'kitchen cabinet', 'cabinet door', 'file cabinet', 'wardrobe cabinet', 'drawer', 'bathroom cabinet', 'display', 'case', 'box', 'board']]"
473,scene0515_02,51,[2],find the backpack that is far from the laundry hamper,scene0515_02-backpack-2-51-2,horizontal,farthest,backpack,['laundry hamper'],[85],"['find', 'the', 'backpack', 'that', 'is', 'far', 'from', 'the', 'laundry', 'hamper']",sr3d,True,True,True,find the backpack that is far from the laundry hamper,backpack,"['laundry hamper', 'backpack']","['laundry hamper', 'backpack']","[['laundry hamper', 'laundry basket', 'laundry bag', 'hamper', 'recycling bin', 'trash can', 'clothes dryer', 'trash bin', 'storage bin', 'washing machine', 'plastic storage bin'], ['backpack', 'bag', 'duffel bag', 'purse', 'luggage', 'food bag', 'suitcase', 'grocery bag', 'golf bag', 'shopping bag', 'messenger bag']]"
474,scene0691_00,10,"[16, 17, 18]",the box that is far away from the door,scene0691_00-box-4-10-16-17-18,horizontal,farthest,box,['door'],[19],"['the', 'box', 'that', 'is', 'far', 'away', 'from', 'the', 'door']",sr3d,True,True,True,the box that is far away from the door,box,"['door', 'box']","['door', 'box']","[['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window'], ['box', 'covered box', 'container', 'storage box', 'case', 'picture', 'block', 'toolbox', 'mail', 'coffee box', 'crate']]"
475,scene0239_01,16,[17],find the end table that is near the table,scene0239_01-end_table-2-16-17,horizontal,closest,end table,['table'],[8],"['find', 'the', 'end', 'table', 'that', 'is', 'near', 'the', 'table']",sr3d,True,True,True,find the end table that is near the table,end table,"['table', 'end table']","['table', 'end table']","[['table', 'dining table', 'side table', 'round table', 'end table', 'coffee table', 'desk', 'folded table', 'plate', 'counter', 'stand'], ['end table', 'side table', 'table', 'coffee table', 'dining table', 'nightstand', 'folded table', 'tv stand', 'furniture', 'desk', 'round table']]"
476,scene0058_00,6,"[4, 5, 11]",select the chair that is close to the whiteboard,scene0058_00-chair-4-6-4-5-11,horizontal,closest,chair,['whiteboard'],[18],"['select', 'the', 'chair', 'that', 'is', 'close', 'to', 'the', 'whiteboard']",sr3d,True,True,True,select the chair that is close to the whiteboard,chair,"['whiteboard', 'chair']","['whiteboard', 'chair']","[['whiteboard', 'board', 'blackboard', 'sign', 'painting', 'whiteboard eraser', 'picture', 'bulletin board', 'notepad', 'display', 'cardboard'], ['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch']]"
477,scene0404_00,2,[3],the shelf that is close to the ladder,scene0404_00-shelf-2-2-3,horizontal,closest,shelf,['ladder'],[32],"['the', 'shelf', 'that', 'is', 'close', 'to', 'the', 'ladder']",sr3d,True,True,True,the shelf that is close to the ladder,shelf,"['ladder', 'shelf']","['ladder', 'shelf']","[['ladder', 'folded ladder', 'stepladder', 'stair', 'staircase', 'hanging', 'step', 'structure', 'scale', 'handrail', 'stair rail'], ['shelf', 'storage shelf', 'bookshelf', 'closet shelf', 'display', 'display rack', 'pantry shelf', 'closet', 'stand', 'cabinet', 'structure']]"
478,scene0079_00,7,[8],choose the table that is farthest from the door,scene0079_00-table-2-7-8,horizontal,farthest,table,['door'],[19],"['choose', 'the', 'table', 'that', 'is', 'farthest', 'from', 'the', 'door']",sr3d,True,True,True,choose the table that is farthest from the door,table,"['door', 'table']","['door', 'table']","[['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window'], ['table', 'dining table', 'side table', 'round table', 'end table', 'coffee table', 'desk', 'folded table', 'plate', 'counter', 'stand']]"
479,scene0214_02,1,[12],choose the mirror that is in the center of the shelf and the microwave,scene0214_02-mirror-2-1-12,between,between,mirror,"['shelf', 'microwave']","[13, 25]","['choose', 'the', 'mirror', 'that', 'is', 'in', 'the', 'center', 'of', 'the', 'shelf', 'and', 'the', 'microwave']",sr3d,True,True,True,choose the mirror that is in the center of the shelf and the microwave,mirror,"['shelf', 'microwave', 'mirror']","['shelf', 'microwave', 'mirror']","[['shelf', 'storage shelf', 'bookshelf', 'closet shelf', 'display', 'display rack', 'pantry shelf', 'closet', 'stand', 'cabinet', 'structure'], ['microwave', 'oven', 'stove', 'toaster oven', 'coffee maker', 'machine', 'washing machine', 'object', 'toaster', 'picture', 'box'], ['mirror', 'mirror doors', 'glass', 'window', 'tv', 'frame', 'tap', 'door', 'bar', 'wig', 'car']]"
480,scene0309_01,58,"[32, 47]",the plant that is close to the copier,scene0309_01-plant-3-58-32-47,horizontal,closest,plant,['copier'],[66],"['the', 'plant', 'that', 'is', 'close', 'to', 'the', 'copier']",sr3d,True,True,True,the plant that is close to the copier,plant,"['copier', 'plant']","['copier', 'plant']","[['copier', 'printer', 'paper', 'picture', 'machine', 'mail', 'scanner', 'heater', 'folder', 'object', 'block'], ['plant', 'pot', 'potted plant', 'picture', 'flowerpot', 'decoration', 'can', 'block', 'fish', 'object', 'container']]"
481,scene0646_02,25,[13],the monitor that is next to the lamp,scene0646_02-monitor-2-25-13,horizontal,closest,monitor,['lamp'],[26],"['the', 'monitor', 'that', 'is', 'next', 'to', 'the', 'lamp']",sr3d,True,True,True,the monitor that is next to the lamp,monitor,"['lamp', 'monitor']","['lamp', 'monitor']","[['lamp', 'desk lamp', 'light', 'cup', 'candle', 'salt', 'fan', 'night light', 'mug', 'tv', 'bin'], ['monitor', 'tv', 'display', 'remote', 'picture', 'machine', 'alarm', 'controller', 'laptop', 'scale', 'heater']]"
482,scene0673_04,80,"[88, 95]",the backpack that is in the center of the tv stand and the stove,scene0673_04-backpack-3-80-88-95,between,between,backpack,"['tv stand', 'stove']","[17, 23]","['the', 'backpack', 'that', 'is', 'in', 'the', 'center', 'of', 'the', 'tv', 'stand', 'and', 'the', 'stove']",sr3d,True,True,True,the backpack that is in the center of the tv stand and the stove,backpack,"['tv stand', 'stove', 'backpack']","['tv stand', 'stove', 'backpack']","[['tv stand', 'tv', 'side table', 'end table', 'furniture', 'bookshelf', 'coffee table', 'storage shelf', 'dresser', 'desk', 'step stool'], ['stove', 'stovetop', 'oven', 'heater', 'machine', 'microwave', 'toaster', 'picture', 'pot', 'vent', 'step'], ['backpack', 'bag', 'duffel bag', 'purse', 'luggage', 'food bag', 'suitcase', 'grocery bag', 'golf bag', 'shopping bag', 'messenger bag']]"
483,scene0521_00,0,"[23, 47]",choose the window that is far away from the shelf,scene0521_00-window-3-0-23-47,horizontal,farthest,window,['shelf'],[37],"['choose', 'the', 'window', 'that', 'is', 'far', 'away', 'from', 'the', 'shelf']",sr3d,True,True,True,choose the window that is far away from the shelf,window,"['shelf', 'window']","['shelf', 'window']","[['shelf', 'storage shelf', 'bookshelf', 'closet shelf', 'display', 'display rack', 'pantry shelf', 'closet', 'stand', 'cabinet', 'structure'], ['window', 'windowsill', 'glass', 'display case', 'door', 'display', 'frame', 'case', 'blinds', 'screen', 'vent']]"
484,scene0361_01,15,"[13, 14, 16]",the lamp that is near the chair,scene0361_01-lamp-4-15-13-14-16,horizontal,closest,lamp,['chair'],[17],"['the', 'lamp', 'that', 'is', 'near', 'the', 'chair']",sr3d,True,True,True,the lamp that is near the chair,lamp,"['chair', 'lamp']","['chair', 'lamp']","[['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch'], ['lamp', 'desk lamp', 'light', 'cup', 'candle', 'salt', 'fan', 'night light', 'mug', 'tv', 'bin']]"
485,scene0002_01,44,"[42, 43]",choose the cabinet that is farthest from the fireplace,scene0002_01-cabinet-3-44-42-43,horizontal,farthest,cabinet,['fireplace'],[29],"['choose', 'the', 'cabinet', 'that', 'is', 'farthest', 'from', 'the', 'fireplace']",sr3d,True,True,True,choose the cabinet that is farthest from the fireplace,cabinet,"['fireplace', 'cabinet']","['fireplace', 'cabinet']","[['fireplace', 'oven', 'stove', 'bookshelf', 'tv stand', 'furniture', 'heater', 'candle', 'couch', 'decoration', 'structure'], ['cabinet', 'kitchen cabinet', 'cabinet door', 'file cabinet', 'wardrobe cabinet', 'drawer', 'bathroom cabinet', 'display', 'case', 'box', 'board']]"
486,scene0516_00,44,[20],find the sink that is near the shelf,scene0516_00-sink-2-44-20,horizontal,closest,sink,['shelf'],[45],"['find', 'the', 'sink', 'that', 'is', 'near', 'the', 'shelf']",sr3d,True,True,True,find the sink that is near the shelf,sink,"['shelf', 'sink']","['shelf', 'sink']","[['shelf', 'storage shelf', 'bookshelf', 'closet shelf', 'display', 'display rack', 'pantry shelf', 'closet', 'stand', 'cabinet', 'structure'], ['sink', 'soap dish', 'toilet', 'bathroom counter', 'soap', 'boat', 'counter', 'washing machine', 'picture', 'water fountain', 'bath products']]"
